Date,Open,High,Low,Close,Adj Close,Volume
2022-04-06,132.000000,139.500000,129.199997,137.000000,134.382004,4647824
2022-04-07,136.100006,145.000000,135.100006,139.949997,137.275620,4635690
2022-04-08,140.399994,142.000000,133.800003,136.100006,133.499207,982758
2022-04-11,136.699997,141.500000,134.899994,139.399994,136.736130,655236
2022-04-12,138.949997,142.000000,134.899994,140.250000,137.569901,1083623
2022-04-13,140.899994,152.000000,140.899994,150.149994,147.280701,2815101
2022-04-18,145.000000,155.000000,145.000000,154.000000,151.057144,1700960
2022-04-19,154.949997,157.000000,145.350006,150.399994,147.525925,1218999
2022-04-20,151.000000,154.199997,145.500000,146.550003,143.749512,534347
2022-04-21,147.899994,150.899994,147.899994,150.149994,147.280701,607031
2022-04-22,149.000000,149.199997,146.750000,147.649994,144.828476,455189
2022-04-25,146.000000,146.699997,138.649994,141.050003,138.354614,545288
2022-04-26,142.699997,145.000000,139.199997,140.600006,137.913208,379804
2022-04-27,140.000000,145.100006,138.300003,141.949997,139.237411,741679
2022-04-28,143.500000,145.000000,140.399994,142.149994,139.433578,519250
2022-04-29,143.050003,145.000000,135.399994,139.100006,136.441879,695719
2022-05-02,136.649994,138.449997,131.100006,134.800003,132.224045,408527
2022-05-04,133.000000,139.649994,130.000000,132.800003,130.262268,687308
2022-05-05,133.600006,145.000000,132.149994,141.550003,138.845062,1080270
2022-05-06,137.350006,143.000000,136.100006,141.300003,138.599838,448635
2022-05-09,139.000000,141.899994,136.949997,141.000000,138.305557,345965
2022-05-10,140.500000,145.000000,133.000000,136.050003,133.450165,648322
2022-05-11,137.100006,140.899994,128.500000,135.850006,133.253983,466840
2022-05-12,134.000000,139.100006,132.949997,135.399994,132.812576,482645
2022-05-13,142.000000,145.750000,135.350006,142.699997,139.973068,2094907
2022-05-16,141.000000,145.399994,140.550003,143.449997,140.708740,917919
2022-05-17,144.199997,145.000000,141.449997,142.949997,140.218292,418032
2022-05-18,143.949997,146.949997,137.000000,139.149994,136.490906,809591
2022-05-19,137.500000,137.899994,130.949997,135.949997,133.352066,365422
2022-05-20,143.000000,143.000000,136.050003,137.250000,134.627228,735164
2022-05-23,137.600006,141.000000,135.550003,139.750000,137.079453,301985
2022-05-24,140.949997,140.949997,137.050003,137.500000,134.872452,236607
2022-05-25,137.500000,140.300003,129.800003,130.750000,128.251434,475561
2022-05-26,132.000000,132.750000,123.750000,131.699997,129.183273,573127
2022-05-27,133.500000,142.000000,133.050003,140.600006,137.913208,1396311
2022-05-30,140.199997,142.100006,138.500000,141.300003,138.599838,505254
2022-05-31,141.300003,145.000000,138.000000,139.800003,137.128494,386533
2022-06-01,139.800003,142.000000,138.699997,139.550003,136.883270,222085
2022-06-02,139.550003,142.850006,136.350006,137.300003,134.676270,349871
2022-06-03,139.699997,139.699997,137.500000,138.250000,135.608109,202789
2022-06-06,138.250000,140.000000,136.350006,139.100006,136.441879,136920
2022-06-07,139.899994,140.699997,137.100006,138.699997,136.049515,225910
2022-06-08,138.050003,142.399994,135.149994,136.449997,133.842514,462573
2022-06-09,136.699997,139.199997,135.050003,138.449997,135.804291,225058
2022-06-10,138.250000,139.750000,136.649994,138.100006,135.460983,231785
2022-06-13,134.350006,135.050003,129.300003,130.050003,127.564812,330173
2022-06-14,128.350006,133.699997,128.350006,131.949997,129.428497,250539
2022-06-15,133.250000,135.600006,131.000000,134.149994,131.586456,252254
2022-06-16,136.649994,139.300003,130.050003,131.750000,129.232330,418427
2022-06-17,133.899994,133.899994,126.500000,128.500000,126.044434,247586
2022-06-20,128.050003,130.300003,122.349998,123.900002,121.532333,341694
2022-06-21,124.949997,128.500000,122.099998,122.900002,120.551445,534498
2022-06-22,124.900002,126.800003,121.599998,125.050003,122.660362,349019
2022-06-23,126.949997,126.949997,123.099998,123.699997,121.336151,256281
2022-06-24,124.500000,125.050003,121.000000,122.750000,120.404312,267711
2022-06-27,124.500000,125.000000,121.199997,122.000000,119.668640,231485
2022-06-28,122.000000,132.800003,120.750000,131.750000,129.232330,1220571
2022-06-29,129.000000,135.949997,128.600006,134.199997,131.635498,594697
2022-06-30,134.149994,138.550003,133.149994,135.399994,132.812576,420787
