Date,Open,High,Low,Close,Adj Close,Volume,,,
9/8/2021,47.029999,49.400002,45.73,47.400002,47.400002,97372900,-1.119998,,
9/9/2021,46.23,49,45.360001,48.52,48.52,85960900,-1.64,,
9/10/2021,49.150002,51.700001,48.950001,50.16,50.16,90152700,-1.529999,,
9/13/2021,51.82,52.790001,50.349998,51.689999,51.689999,75111000,4.39,,
9/14/2021,50.900002,51.549999,46.959999,47.299999,47.299999,65850300,0.459999,,
9/15/2021,46.43,47.740002,43.77,46.84,46.84,76214200,0.799999,,
9/16/2021,46.48,48.689999,45.950001,46.040001,46.040001,57581900,1.84,,
9/17/2021,46.099998,46.380001,44.200001,44.200001,44.200001,68549000,3.91,,
9/20/2021,41.950001,43.330002,38.529999,40.290001,40.290001,70807600,1.470001,,
9/21/2021,40.970001,41.490002,37.650002,38.82,38.82,64696300,-1.260002,,
9/22/2021,38.5,40.57,37.740002,40.080002,40.080002,52441300,0.100002,,
9/23/2021,41.060001,41.849998,39.849998,39.98,39.98,41271100,-0.029998,,
9/24/2021,39.810001,40.52,39.25,40.009998,40.009998,32555900,0.709999,,
9/27/2021,40.119999,40.630001,39.209999,39.299999,39.299999,31225500,2.309997,,
9/28/2021,38.900002,39.130001,36.880001,36.990002,36.990002,39523300,1.450001,,
9/29/2021,37.25,38.259998,35.369999,35.540001,35.540001,43007800,-2.52,,
9/30/2021,35.189999,41.779999,33.740002,38.060001,38.060001,102819800,-0.399998,,
10/1/2021,39.41,40.130001,37.75,38.459999,38.459999,65919000,1.689999,,
10/4/2021,38.900002,39.029999,36.330002,36.77,36.77,39943200,-0.290001,,
10/5/2021,36.860001,38.099998,36.189999,37.060001,37.060001,37702800,0.229999,,
10/6/2021,36.360001,37.650002,35.639999,36.830002,36.830002,35450500,-1.309997,,
10/7/2021,36.779999,38.549999,36.599998,38.139999,38.139999,37704300,0.95,,
10/8/2021,37.919998,38.779999,37.060001,37.189999,37.189999,29643100,-0.060001,,
10/11/2021,36.849998,38.66,36.299999,37.25,37.25,37351400,0.43,,
10/12/2021,37.25,37.57,36.220001,36.82,36.82,25223400,-1.09,,
10/13/2021,36.720001,38.150002,36.119999,37.91,37.91,33484500,-2.16,,
10/14/2021,37.799999,41.099998,37.75,40.07,40.07,67688200,-0.670002,,
10/15/2021,40.200001,41.790001,39.779999,40.740002,40.740002,46524700,-2.289997,,
10/18/2021,40.799999,43.630001,40.490002,43.029999,43.029999,50096300,2.23,,
10/19/2021,42.959999,44.439999,40.740002,40.799999,40.799999,52769200,-0.080002,,
10/20/2021,40.650002,41.75,40.299999,40.880001,40.880001,31220000,1.639999,,
10/21/2021,40.889999,41.939999,38.799999,39.240002,39.240002,33977600,2.640004,,
10/22/2021,37.310001,37.669998,35.959999,36.599998,36.599998,46324200,-0.230004,,
10/25/2021,36.23,37.849998,35.779999,36.830002,36.830002,30905400,0.780003,,
10/26/2021,36.529999,37.400002,35.779999,36.049999,36.049999,27674800,1.290001,,
10/27/2021,36.330002,36.790001,34.580002,34.759998,34.759998,25904100,-0.470002,,
10/28/2021,35.09,36.07,34.860001,35.23,35.23,23812200,-0.139999,,
10/29/2021,35.34,36.630001,34.529999,35.369999,35.369999,32841500,-1.700001,,
11/1/2021,35.650002,37.189999,35.389999,37.07,37.07,34054600,-1.720001,,
11/2/2021,37.619999,38.799999,36.630001,38.790001,38.790001,44361700,-2,,
11/3/2021,40.990002,44.209999,38.880001,40.790001,40.790001,82198000,0.740002,,
11/4/2021,40.389999,41.299999,39.110001,40.049999,40.049999,28553700,-1.650002,,
11/5/2021,41.16,41.970001,39.93,41.700001,41.700001,40077000,-3.36,,
11/8/2021,42.48,45.950001,41.77,45.060001,45.060001,70347800,5.130001,,
11/9/2021,42.43,42.599998,39.25,39.93,39.93,37893500,1.639999,,
11/10/2021,38.790001,40.869999,38.049999,38.290001,38.290001,32463600,-1.169998,,
11/11/2021,38,40.200001,37.5,39.459999,39.459999,30474100,-0.540001,,
11/12/2021,39.599998,40.439999,39.119999,40,40,23623100,-2.68,,
11/15/2021,40.349998,43.23,40.209999,42.68,42.68,39918800,0.080002,,
11/16/2021,41.970001,44.43,41.23,42.599998,42.599998,38388200,0.469997,,
11/17/2021,42.34,44,42.02,42.130001,42.130001,23322000,1.720001,,
11/18/2021,42.389999,42.400002,39.779999,40.41,40.41,25262000,-0.459999,,
11/19/2021,40.200001,41.380001,39.66,40.869999,40.869999,20692300,-0.370003,,
11/22/2021,41.509998,42.990002,40.290001,41.240002,41.240002,28831800,2.080002,,
11/23/2021,41.25,42.029999,38.07,39.16,39.16,27386500,0.270001,,
11/24/2021,39.139999,39.330002,37.549999,38.889999,38.889999,18270800,1.259998,,
11/26/2021,36.290001,38.16,36.130001,37.630001,37.630001,19731800,0.790001,,
11/29/2021,38.259998,38.43,35.919998,36.84,36.84,24063800,2.900001,,
11/30/2021,36.77,37.049999,32.75,33.939999,33.939999,41354800,5.369999,,
12/1/2021,34.709999,34.939999,26.85,28.57,28.57,63296100,-1.710001,,
12/2/2021,29.27,31.219999,27.01,30.280001,30.280001,54901300,1.270001,,
12/3/2021,30.83,31.059999,25.309999,29.01,29.01,66188600,0.219999,,
12/6/2021,28.1,30.469999,27.15,28.790001,28.790001,45067400,-2.25,,
12/7/2021,30.030001,31.68,29.5,31.040001,31.040001,47927100,-1.309997,,
12/8/2021,30.780001,33.919998,29.77,32.349998,32.349998,46241500,2.889999,,
12/9/2021,31.75,32.950001,29.309999,29.459999,29.459999,36556800,2.019998,,
12/10/2021,29.35,29.93,26,27.440001,27.440001,58858900,4.200001,,
12/13/2021,27.49,27.629999,22.459999,23.24,23.24,84199800,-1.26,,
12/14/2021,20.91,25.120001,20.799999,24.5,24.5,107045800,-0.16,,
12/15/2021,24.6,25.280001,22.530001,24.66,24.66,53208200,0.209999,,
12/16/2021,25.35,25.870001,24.08,24.450001,24.450001,43702400,-4.67,,
12/17/2021,24.389999,30.709999,23.65,29.120001,29.120001,144753100,-0.58,,
12/20/2021,28.959999,30.700001,28.110001,29.700001,29.700001,66938200,-0.599998,,
12/21/2021,29.4,32.23,29.049999,30.299999,30.299999,46852500,1.619999,,
12/22/2021,29.940001,30.48,28.040001,28.68,28.68,36983800,0.16,,
12/23/2021,28.860001,29.43,26.82,28.52,28.52,37005900,-0.180001,,
12/27/2021,28.35,29.389999,27.01,28.700001,28.700001,30785600,0.980002,,
12/28/2021,28.18,29.74,27.59,27.719999,27.719999,31588100,-0.230002,,
12/29/2021,27.75,28.35,26.620001,27.950001,27.950001,30983400,-0.99,,
12/30/2021,27.91,30.190001,27.68,28.940001,28.940001,36056400,1.74,,
12/31/2021,28.76,29.4,27.110001,27.200001,27.200001,23408000,0.680001,,
1/3/2022,27.42,28.129999,26.42,26.52,26.52,26740900,1.03,,
1/4/2022,26.67,26.67,24.639999,25.49,25.49,33347900,2.74,,
1/5/2022,25.17,25.299999,22.360001,22.75,22.75,45172100,0.290001,,
1/6/2022,22.959999,23.77,20.799999,22.459999,22.459999,59112700,-0.530001,,
1/7/2022,23.610001,24.299999,22.440001,22.99,22.99,49481000,0.209999,,
1/10/2022,22.42,22.870001,21.25,22.780001,22.780001,37784000,-0.01,,
1/11/2022,22.4,23.75,22.09,22.790001,22.790001,36063800,0.070002,,
1/12/2022,22.860001,23.360001,22.049999,22.719999,22.719999,27472100,2.059999,,
1/13/2022,22.65,23.15,20.530001,20.66,20.66,41005000,0.09,,
1/14/2022,20.33,21.08,19.51,20.57,20.57,56996600,1.73,,
1/18/2022,19.790001,19.889999,17.799999,18.84,18.84,55679700,0.52,,
1/19/2022,18.530001,19.42,18.030001,18.32,18.32,35096800,0.25,,
1/20/2022,18.59,20.16,17.950001,18.07,18.07,51078700,0.100001,,
1/21/2022,17.77,18.559999,16.219999,17.969999,17.969999,65185700,1.33,,
1/24/2022,16.24,17.290001,14.23,16.639999,16.639999,82424700,0.619999,,
1/25/2022,15.89,16.620001,15.55,16.02,16.02,42434600,0.08,,
1/26/2022,16.209999,18.16,15.65,15.94,15.94,76722900,1.42,,
1/27/2022,16.110001,16.59,14.4,14.52,14.52,50530200,-0.54,,
1/28/2022,14.6,15.25,13.4,15.06,15.06,53951600,-0.999999,,
1/31/2022,15.14,16.25,15,16.059999,16.059999,41447900,-0.800002,,
2/1/2022,18.15,18.709999,16.52,16.860001,16.860001,124427700,1.440001,,
2/2/2022,16.549999,17.07,15.38,15.42,15.42,48626000,0.55,,
2/3/2022,15.04,15.85,14.65,14.87,14.87,39215100,-0.48,,
2/4/2022,15,15.7,14.74,15.35,15.35,32396500,0.44,,
2/7/2022,15.62,16,14.68,14.91,14.91,29755200,-1.52,,
2/8/2022,14.9,16.82,14.65,16.43,16.43,51272500,-2.510001,,
2/9/2022,16.299999,19,16.139999,18.940001,18.940001,75867400,0.350001,,
2/10/2022,17.9,20.959999,17.85,18.59,18.59,98957400,-0.219999,,
2/11/2022,18.620001,19.66,18.33,18.809999,18.809999,68425900,1.059999,,
2/14/2022,18.83,19.360001,17.66,17.75,17.75,46106700,-1.73,,
2/15/2022,18.049999,19.549999,17.959999,19.48,19.48,39852000,-0.19,,
2/16/2022,19.35,20.58,19.26,19.67,19.67,49444600,0.729999,,
2/17/2022,19.48,20.209999,18.469999,18.940001,18.940001,40130200,1.040001,,
2/18/2022,18.99,19.200001,17.68,17.9,17.9,31953500,1.430001,,
2/22/2022,17.360001,18.129999,16.110001,16.469999,16.469999,42968500,0.739999,,
2/23/2022,16.73,17.02,15.62,15.73,15.73,30155900,-1.95,,
2/24/2022,14.97,17.77,14.96,17.68,17.68,54405700,0.02,,
2/25/2022,17.709999,17.860001,16.530001,17.66,17.66,36944100,-1.200001,,
2/28/2022,18,19.34,17.610001,18.860001,18.860001,42772300,0.540001,,
3/1/2022,19,19.43,17.83,18.32,18.32,44003000,-0.210001,,
3/2/2022,18.01,18.690001,17.309999,18.530001,18.530001,35038200,0.470002,,
3/3/2022,18.629999,18.700001,17.799999,18.059999,18.059999,24825900,1.489999,,
3/4/2022,18.049999,18.32,16.35,16.57,16.57,39474600,1.36,,
3/7/2022,16.91,17.1,14.9,15.21,15.21,39507300,-0.18,,
3/8/2022,15.15,16.26,14.38,15.39,15.39,35370400,-0.32,,
3/9/2022,15.72,16.27,15.43,15.71,15.71,25206400,0.39,,
3/10/2022,15.63,15.81,14.78,15.32,15.32,25666500,1.02,,
3/11/2022,15.31,15.4,14.27,14.3,14.3,29202900,0.74,,
3/14/2022,14.05,14.16,12.9,13.56,13.56,32959800,-0.92,,
3/15/2022,13.76,14.69,13.17,14.48,14.48,40853100,-0.75,,
3/16/2022,14.51,15.69,14.23,15.23,15.23,39104500,0.04,,
3/17/2022,14.91,15.61,14.86,15.19,15.19,24130400,-0.61,,
3/18/2022,14.98,15.9,14.97,15.8,15.8,31992100,-0.06,,
3/21/2022,15.69,16.549999,15.28,15.86,15.86,34256700,-2.4,,
3/22/2022,15.88,18.91,15.75,18.26,18.26,81798900,-2.48,,
3/23/2022,18.75,22.35,18.18,20.74,20.74,170142600,0.51,,
3/24/2022,20.049999,20.57,18.860001,20.23,20.23,68471700,-0.01,,
3/25/2022,19.950001,21.700001,19.709999,20.24,20.24,71814700,-9.09,,
3/28/2022,20.610001,29.73,20.530001,29.33,29.33,226704100,-0.110001,,
3/29/2022,30.030001,34.330002,26.41,29.440001,29.440001,212293100,3.760001,,
3/30/2022,28.559999,29.23,25.35,25.68,25.68,95384200,1.040001,,
3/31/2022,24.77,25.92,23.26,24.639999,24.639999,89239000,1.34,,
4/1/2022,25.129999,25.280001,22.34,23.299999,23.299999,65735700,-0.01,,
4/4/2022,23.48,23.75,21.940001,23.309999,23.309999,51458400,2.1,,
4/5/2022,23.18,23.959999,21,21.209999,21.209999,41624100,0.82,,
4/6/2022,20.65,21.92,20.01,20.389999,20.389999,52212200,0.659999,,
4/7/2022,20.629999,20.940001,18.629999,19.73,19.73,53370500,1.49,,
4/8/2022,19.700001,19.700001,18.129999,18.24,18.24,42674700,-0.479999,,
4/11/2022,18.030001,18.82,17.719999,18.719999,18.719999,37554600,1.299999,,
4/12/2022,18.879999,19.01,17.200001,17.42,17.42,42073100,-1.110001,,
4/13/2022,17.549999,18.58,16.940001,18.530001,18.530001,36748800,0.510001,,
4/14/2022,18.27,18.690001,17.9,18.02,18.02,25333700,0.54,,
4/18/2022,18.1,18.190001,16.969999,17.48,17.48,23892600,-1.2,,
4/19/2022,17.379999,18.92,17.1,18.68,18.68,31744900,1.34,,
4/20/2022,18.4,18.66,17.299999,17.34,17.34,23913500,0.49,,
4/21/2022,17.41,18.07,16.66,16.85,16.85,26372700,0.33,,
4/22/2022,17.120001,17.610001,16.1,16.52,16.52,26431700,-0.439999,,
4/25/2022,16.389999,17.030001,16.290001,16.959999,16.959999,26444200,1.459999,,
4/26/2022,16.889999,17.09,15.49,15.5,15.5,24732800,-0.35,,
4/27/2022,15.39,16.25,15.25,15.85,15.85,26605900,0.21,,
4/28/2022,15.71,16.129999,14.7,15.64,15.64,29857700,0.34,,
4/29/2022,15.63,16.049999,15.22,15.3,15.3,21342700,0.04,,
5/2/2022,15.1,15.49,14.61,15.26,15.26,23883200,-0.25,,
5/3/2022,15.16,16.110001,14.73,15.51,15.51,31834300,-0.21,,
5/4/2022,15.22,15.91,14.68,15.72,15.72,26421700,1.03,,
5/5/2022,15.68,15.79,14.36,14.69,14.69,26987600,0.93,,
5/6/2022,14.66,14.84,13.52,13.76,13.76,33033100,1.24,,
5/9/2022,13.63,13.63,12.43,12.52,12.52,40732200,0.68,,
5/10/2022,13.15,14.01,11.5,11.84,11.84,55693400,1.47,,
5/11/2022,11.56,11.65,9.91,10.37,10.37,58508700,-0.83,,
5/12/2022,10.05,13.71,9.7,11.2,11.2,104887800,-0.61,,
5/13/2022,12.11,12.49,11.49,11.81,11.81,58129300,0.1,,
5/16/2022,11.9,12.66,11.5,11.71,11.71,40960000,-1.19,,
5/17/2022,12.06,12.92,11.84,12.9,12.9,38183500,0.14,,
5/18/2022,12.73,14.22,12.51,12.76,12.76,53729400,-0.32,,
5/19/2022,12.77,13.5,12.66,13.08,13.08,50443600,1.05,,
5/20/2022,13.18,13.35,11.43,12.03,12.03,41387900,0.45,,
5/23/2022,12.01,12.02,11.45,11.58,11.58,24854400,1.19,,
5/24/2022,11.33,11.39,10.3,10.39,10.39,37689300,-1.49,,
5/25/2022,10.48,11.88,10.4,11.88,11.88,53628000,-0.35,,
5/26/2022,11.75,12.88,11.59,12.23,12.23,71002400,-2.2,,
5/27/2022,12.65,14.47,12.4,14.43,14.43,89906000,0.09,,
5/31/2022,15.75,16.129999,13.93,14.34,14.34,106975100,1.53,,
6/1/2022,14.01,14.32,12.8,12.81,12.81,55539700,-0.49,,
6/2/2022,12.69,13.54,12.3,13.3,13.3,45309900,0.85,,
6/3/2022,12.78,13.06,12.18,12.45,12.45,39226000,0.5,,
6/6/2022,12.42,12.58,11.77,11.95,11.95,34537900,-1.12,,
6/7/2022,12.02,13.25,11.81,13.07,13.07,40370600,-0.45,,
6/8/2022,12.8,14.25,12.71,13.52,13.52,51742200,0.74,,
6/9/2022,13.37,13.53,12.57,12.78,12.78,32254800,0.35,,
6/10/2022,12.63,12.73,12.07,12.43,12.43,26509900,0.95,,
6/13/2022,11.91,12.2,11.09,11.48,11.48,27916000,-0.44,,
6/14/2022,11.52,12.05,11.11,11.92,11.92,25723500,-0.85,,
6/15/2022,11.55,12.97,11.54,12.77,12.77,37213600,0.98,,
6/16/2022,12.22,12.5,11.43,11.79,11.79,26518100,-0.74,,
6/17/2022,11.86,12.71,11.86,12.53,12.53,33042300,0.03,,
6/21/2022,12.75,12.93,12.22,12.5,12.5,30357400,-0.1,,
6/22/2022,12.5,13.22,12.37,12.6,12.6,26660700,0.55,,
6/23/2022,12.79,12.81,11.44,12.05,12.05,36073100,-0.42,,
6/24/2022,12.17,12.57,11.93,12.47,12.47,80759000,-1.66,,
6/27/2022,12.58,14.75,12.31,14.13,14.13,77601900,0.75,,
6/28/2022,14,14.3,13.31,13.38,13.38,39677100,-0.27,,
6/29/2022,13.07,13.89,12.8,13.65,13.65,27690400,0.1,,
6/30/2022,13.4,13.85,12.91,13.55,13.55,25348300,0.02,,
7/1/2022,13.48,14.31,13.26,13.53,13.53,30952600,0.75,,
7/5/2022,13.55,13.58,12.56,12.78,12.78,30261000,0.21,,
7/6/2022,12.68,13.04,12.16,12.57,12.57,25762100,-1.91,,
7/7/2022,12.54,14.69,12.41,14.48,14.48,62763200,-0.18,,
7/8/2022,13.89,15.32,13.84,14.66,14.66,48920800,-0.29,,
7/11/2022,14.49,14.99,14.07,14.95,14.95,32394400,-0.65,,
7/12/2022,14.95,16.139999,14.81,15.6,15.6,52835300,0.46,,
7/13/2022,15.05,15.93,14.9,15.14,15.14,36666700,0.08,,
7/14/2022,14.95,15.68,14.73,15.06,15.06,35302700,-0.31,,
7/15/2022,15.27,15.39,14.71,15.37,15.37,26144400,-1.170001,,
7/18/2022,15.6,16.959999,15.53,16.540001,16.540001,54040500,0.18,,
7/19/2022,17.41,17.82,16.25,16.360001,16.360001,50521500,-1.159999,,
7/20/2022,16.52,17.73,16.33,17.52,17.52,47582900,0.52,,
7/21/2022,17.9,18.370001,16.950001,17,17,39350000,1.5,,
7/22/2022,16.700001,16.879999,15.28,15.5,15.5,31469900,0.59,,
7/25/2022,15.55,15.57,14.8,14.91,14.91,20684400,0.88,,
7/26/2022,14.66,14.73,13.94,14.03,14.03,21317100,-0.45,,
7/27/2022,14.23,14.54,13.82,14.48,14.48,23192000,-0.1,,
7/28/2022,14.63,15.29,14.2,14.58,14.58,24618700,0.02,,
7/29/2022,14.31,14.87,14.04,14.56,14.56,18222500,-0.81,,
8/1/2022,14.33,15.5,14.32,15.37,15.37,23919700,-1.490001,,
8/2/2022,15.45,16.99,15.31,16.860001,16.860001,42734200,-1.349998,,
8/3/2022,17.200001,18.27,16.780001,18.209999,18.209999,41951900,-0.450001,,
8/4/2022,18.98,19.75,18.25,18.66,18.66,66585500,-3.52,,
8/5/2022,16.969999,22.77,16.5,22.18,22.18,125780200,-1.779999,,
8/8/2022,24.059999,27.5,23.1,23.959999,23.959999,132819200,1.509998,,
8/9/2022,23.200001,23.85,21.74,22.450001,22.450001,62368000,-1.219999,,
8/10/2022,23.389999,23.799999,20.73,23.67,23.67,64157000,-1.789999,,
8/11/2022,24.07,26.08,23.68,25.459999,25.459999,79337900,1.019998,,
8/12/2022,26.940001,27.200001,23.959999,24.440001,24.440001,73386000,0.230002,,
8/15/2022,24.07,24.49,22.67,24.209999,24.209999,50182700,-0.6,,
8/16/2022,24.01,26.16,23.4,24.809999,24.809999,72301100,3.449998,,
8/17/2022,24.59,25.450001,21.280001,21.360001,21.360001,59412000,2.07,,
8/18/2022,21.860001,22.09,19.120001,19.290001,19.290001,50429000,1.270001,,
8/19/2022,18.040001,18.959999,17.5,18.02,18.02,52461500,7.56,,
8/22/2022,11.33,13.05,10.3,10.46,10.46,151158700,0.9,,
8/23/2022,10.72,10.94,9.47,9.56,9.56,80188100,-0.02,,
8/24/2022,9.59,9.9,9.23,9.58,9.58,50478300,0.01,,
8/25/2022,9.78,9.94,9.31,9.57,9.57,31596300,0.4,,
8/26/2022,9.58,9.67,8.96,9.17,9.17,36395500,-0.3,,
8/29/2022,9.04,9.61,8.91,9.47,9.47,39602600,0.2,,
8/30/2022,9.59,9.64,9.03,9.27,9.27,25167500,0.15,,
8/31/2022,9.11,9.28,8.68,9.12,9.12,33009700,0.54,,
9/1/2022,9.03,9.03,8.3,8.58,8.58,26335600,-0.3,,
9/2/2022,8.78,9.17,8.35,8.88,8.88,27614700,0.69,,
9/6/2022,8.65,8.75,8.17,8.19,8.19,20866600,-0.2,,
9/7/2022,8.07,8.46,7.89,8.39,8.39,21748200,-0.25,,
9/8/2022,8.3,8.72,8.24,8.64,8.64,16708600,-1.08,,
9/9/2022,8.86,9.73,8.78,9.72,9.72,36352800,-0.5,,
9/12/2022,10.01,10.75,9.85,10.22,10.22,47225600,0.5,,
9/13/2022,9.63,9.89,9.45,9.72,9.72,24911200,-0.19,,
9/14/2022,9.52,9.93,9.21,9.91,9.91,22078200,0.03,,
9/15/2022,9.75,10.39,9.71,9.88,9.88,25060300,0.9,,
9/16/2022,9.62,9.68,8.98,8.98,8.98,31989600,-0.2,,
9/19/2022,9.07,9.35,8.85,9.18,9.18,23541600,0.47,,
9/20/2022,9.23,9.32,8.62,8.71,8.71,17186900,0.11,,
9/21/2022,8.73,8.96,8.46,8.6,8.6,20213400,0.75,,
9/22/2022,8.62,8.66,7.73,7.85,7.85,26927300,-0.14,,
9/23/2022,7.72,8.14,7.65,7.99,7.99,19910100,1.16,,
9/26/2022,7.65,7.97,6.81,6.83,6.83,43284800,-0.62,,
9/27/2022,7.16,7.52,6.98,7.45,7.45,33360100,-0.22,,
9/28/2022,7.3,7.71,7.11,7.67,7.67,24459500,0.57,,
9/29/2022,7.46,7.61,6.9,7.1,7.1,22502000,0.13,,
9/30/2022,6.97,7.28,6.82,6.97,6.97,16557000,0.09,,
10/3/2022,6.84,6.95,6.61,6.88,6.88,21499900,-0.95,,
10/4/2022,6.98,8.13,6.97,7.83,7.83,42548300,0.5,,
10/5/2022,7.55,7.55,7.04,7.33,7.33,22699700,0.21,,
10/6/2022,7.38,7.62,7.12,7.12,7.12,19345600,0.59,,
10/7/2022,7.1,7.1,6.4,6.53,6.53,23436200,0.18,,
10/10/2022,6.46,6.93,6.27,6.35,6.35,23392700,0.23,,
10/11/2022,6.4,6.48,6.07,6.12,6.12,22621500,0.27,,
10/12/2022,6.12,6.24,5.62,5.85,5.85,32491800,-0.19,,
10/13/2022,5.63,6.28,5.47,6.04,6.04,29565500,0.04,,
10/14/2022,6.21,6.35,5.95,6,6,21898500,-0.36,,
10/17/2022,6.18,6.48,6.09,6.36,6.36,18580700,-0.15,,
10/18/2022,6.6,6.8,6.37,6.51,6.51,22041400,0.4,,
10/19/2022,6.41,6.5,6.05,6.11,6.11,13666100,-0.24,,
10/20/2022,6.2,6.58,6.13,6.35,6.35,17309400,-0.14,,
10/21/2022,6.35,6.57,6.22,6.49,6.49,14944400,0.13,,
10/24/2022,6.46,6.55,6.2,6.36,6.36,14363100,-0.39,,
10/25/2022,6.3,7,6.27,6.75,6.75,26798200,0.11,,
10/26/2022,6.54,7.11,6.5,6.64,6.64,22177600,0.13,,
10/27/2022,6.83,6.93,6.49,6.51,6.51,13873300,0,,
10/28/2022,6.55,6.7,6.36,6.51,6.51,15668600,-0.15,,
10/31/2022,6.82,7.25,6.54,6.66,6.66,34859100,0.51,,
11/1/2022,6.76,6.85,6.13,6.15,6.15,21354300,0.34,,
11/2/2022,6.26,6.33,5.79,5.81,5.81,22112800,0.11,,
11/3/2022,5.75,5.85,5.58,5.7,5.7,16543200,0.05,,
11/4/2022,5.83,5.85,5.42,5.65,5.65,18134600,0.32,,
11/7/2022,5.56,5.61,5.17,5.33,5.33,20037900,-0.29,,
11/8/2022,5.38,5.62,5.3,5.62,5.62,27189800,0.43,,
11/9/2022,5.37,5.39,5.05,5.19,5.19,25711200,-0.94,,
11/10/2022,5.5,6.27,5.35,6.13,6.13,40052500,-1.07,,
11/11/2022,6.01,7.28,5.93,7.2,7.2,43822300,-0.14,,
11/14/2022,8.02,8.35,7.29,7.34,7.34,53083900,-0.61,,
11/15/2022,7.83,8.19,7.46,7.95,7.95,44349800,0.42,,
11/16/2022,7.74,7.8,7.16,7.53,7.53,29929700,0.14,,
11/17/2022,7.29,7.42,7.1,7.39,7.39,17120000,-0.2,,
11/18/2022,7.53,7.84,7.34,7.59,7.59,21572100,0.32,,
11/21/2022,7.3,7.56,7.05,7.27,7.27,16892700,-0.05,,
11/22/2022,7.21,7.51,7.07,7.32,7.32,14591900,-0.32,,
11/23/2022,7.35,7.99,7.28,7.64,7.64,37509000,0.13,,
11/25/2022,7.66,7.74,7.5,7.51,7.51,8287600,0.18,,
11/28/2022,7.44,7.44,7.12,7.33,7.33,17873200,-0.1,,
11/29/2022,7.29,7.62,7.08,7.43,7.43,16317800,0.2,,
11/30/2022,7.48,7.48,6.96,7.23,7.23,44913800,-0.94,,
12/1/2022,7.29,9.15,7.21,8.17,8.17,96708500,0,,
12/2/2022,8.18,8.63,7.92,8.17,8.17,34765600,0.72,,
12/5/2022,8.18,8.54,7.41,7.45,7.45,28313400,0.7,,
12/6/2022,7.46,7.48,6.68,6.75,6.75,26188100,0.7,,
12/7/2022,6.77,7.13,6,6.05,6.05,39234400,-0.02,,
12/8/2022,6.24,6.7,5.97,6.07,6.07,30496400,0.13,,
12/9/2022,6.05,6.13,5.81,5.94,5.94,23156400,-0.01,,
12/12/2022,5.99,6,5.61,5.95,5.95,17523800,0.23,,
12/13/2022,6.5,6.51,5.53,5.72,5.72,34932400,-0.03,,
12/14/2022,5.77,5.88,5.61,5.75,5.75,22155900,0.15,,
12/15/2022,5.6,6.05,5.53,5.6,5.6,28706500,0.29,,
12/16/2022,5.65,5.73,5.13,5.31,5.31,29694500,0.42,,
12/19/2022,5.23,5.32,4.78,4.89,4.89,29491400,-0.19,,
12/20/2022,4.87,5.15,4.74,5.08,5.08,22273800,-0.22,,
12/21/2022,5.14,5.37,5.05,5.3,5.3,19607600,0.39,,
12/22/2022,4.14,4.98,4.11,4.91,4.91,55461400,0.51,,
12/23/2022,4.7,4.82,4.31,4.4,4.4,30311100,0.37,,
12/27/2022,4.2,4.21,4,4.03,4.03,21676500,0.19,,
12/28/2022,4.01,4.13,3.81,3.84,3.84,29744300,-0.3,,
12/29/2022,3.9,4.19,3.86,4.14,4.14,21225300,0.07,,
12/30/2022,4.04,4.09,3.9,4.07,4.07,18450800,0.14,,
1/3/2023,4.14,4.39,3.87,3.93,3.93,22100500,-0.16,,
1/4/2023,4,4.16,3.84,4.09,4.09,17999300,0.13,,
1/5/2023,4.03,4.06,3.86,3.96,3.96,12757400,0.11,,
1/6/2023,3.98,3.99,3.77,3.85,3.85,15305400,-0.08,,
1/9/2023,3.92,4.02,3.79,3.93,3.93,17164000,-0.13,,
1/10/2023,3.91,4.08,3.91,4.06,4.06,12844600,-0.86,,
1/11/2023,4.43,4.98,4.31,4.92,4.92,53995000,-0.1,,
1/12/2023,5.09,5.35,4.74,5.02,5.02,41961200,-0.04,,
1/13/2023,4.84,5.14,4.77,5.06,5.06,25920300,-1.01,,
1/17/2023,5.37,6.17,5.06,6.07,6.07,57607200,0.42,,
1/18/2023,6.37,6.55,5.46,5.65,5.65,62125400,0.13,,
1/19/2023,5.47,5.65,5.26,5.52,5.52,29734900,0,,
1/20/2023,5.53,5.81,5.45,5.52,5.52,31271900,-0.14,,
1/23/2023,5.53,5.92,5.42,5.66,5.66,34092900,0.16,,
1/24/2023,5.4,5.95,5.4,5.5,5.5,24293900,0.17,,
1/25/2023,5.43,5.47,5.28,5.33,5.33,22975100,0.05,,
1/26/2023,5.5,5.61,5.1,5.28,5.28,21597700,-0.23,,
1/27/2023,5.25,5.62,5.1,5.51,5.51,33469600,0.5,,
1/30/2023,5.28,5.34,4.95,5.01,5.01,34116800,-0.34,,
1/31/2023,5.1,5.35,5,5.35,5.35,21881400,-0.36,,
2/1/2023,5.3,5.8,5.27,5.71,5.71,36970900,-0.37,,
2/2/2023,6.28,6.45,5.93,6.08,6.08,49690900,0,,
2/3/2023,6.1,6.77,6.03,6.08,6.08,52353400,-0.72,,
2/6/2023,6.31,7.33,6.05,6.8,6.8,62513900,0.62,,
2/7/2023,6.94,6.96,6.05,6.18,6.18,47411000,0.46,,
2/8/2023,6.12,6.13,5.61,5.72,5.72,31424400,0.36,,
2/9/2023,5.87,5.88,5.14,5.36,5.36,29113300,0.46,,
